DESCRIPTION,SENSOR_NUMBER,LATITUDE,LONGITUDE,ALTITUDE,TASKS_PER_SEC,EARTH_LIMB_EXCLUSION,SOLAR_EXCLUSION_ANGLE,LUNAR_EXCLUSION_ANGLE,TWILIGHT_ANGLE,AZIMUTH_LEFT_1,AZIMUTH_RIGHT_1,AZIMUTH_LEFT_2,AZIMUTH_RIGHT_2,ELEVATION_LOW_1,ELEVATION_HIGH_1,ELEVATION_LOW_2,ELEVATION_HIGH_2,MAX_RANGE,MIN_RANGE,OPTICAL_FLAG,OPTICAL_TYPE,AZBIAS,AZSIGMA,ELBIAS,ELSIGMA,RANGEBIAS,RANGESIGMA,RANGERATEBIAS,RANGERATESIGMA,DECBIAS,DECSIGMA,RABIAS,RASIGMA,OBSERVATION_TYPE,Unnamed: 35,TASKABLE,TASK_DURATION,TASK_COOLDOWN_LAMBDA,OBS_PER_TASK,CLASSIFICATION,FREQUENCY,MIN_SNR,ANTENNA_GAIN,POWER,PULSE_WIDTH,PULSES,HPBW
SENSOR_401,401,37.9052,39.9931907,0.888398625,,0,0,0,6.25,0.0,360,0,0,0.0,90,0,0,9260,0,0,3,-0.031,0.028,0.035,0.027,-0.101,0.106,-0.0003,0.0049,0.035,0.027,-0.031,0.028,3,,True,,,,U,,,,,,,
SENSOR_403,403,37.90521,39.99318199,0.887891519,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,True,,,,U,,,,,,,
SENSOR_404,404,37.90521,39.9931907,0.887784268,,0,0,0,6.25,0.0,360,0,0,0.0,90,0,0,50000,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,True,,,,U,,,,,,,
SENSOR_411,411,52.73849,174.1023125,0.087260278,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,False,,,,U,,,,,,,
SENSOR_420,420,18.20157,99.41246202,0.203032207,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,True,,,,U,,,,,,,
SENSOR_441,441,34.66582,-121.4195657,38.26394773,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,True,,,,U,,,,,,,
SENSOR_469,469,0.0,0.0,-6356.752314,,0,0,0,6.25,0.0,360,0,0,60.0,90,0,0,40000,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,True,,,,,,,,,,,
SENSOR_501,501,0.0,70.00000425,-0.002591359,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,True,,,,U,,,,,,,
SENSOR_502,502,0.0,-134.0000029,-0.003577799,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,True,,,,U,,,,,,,
SENSOR_503,503,0.0,-70.00000425,-0.002591359,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,True,,,,U,,,,,,,
SENSOR_504,504,0.0,0.0,-6356.752314,,100,55,15,0.0,0.0,360,0,0,0.0,90,0,90,90000,0,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,,True,,,,U,,,,,,,
SENSOR_620,620,34.82559,-120.5055589,0.262498164,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,-0.031,0.025,0.035,0.025,-0.101,0.001,-0.0003,0.001,0.035,0.025,-0.031,0.025,3,,True,,,,U,,,,,,,
SENSOR_621,621,57.59901,-152.1773638,0.17332355,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,True,,,,U,,,,,,,
SENSOR_622,622,21.56893,-158.2624549,0.315089668,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,True,,,,U,,,,,,,
SENSOR_623,623,42.94471,-71.63047509,-0.002451725,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,-0.031,0.025,0.035,0.025,-0.101,0.001,-0.0003,0.001,0.035,0.025,-0.031,0.025,3,,True,,,,U,,,,,,,
SENSOR_624,624,76.51603,-68.600029,1.418226024,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,False,,,,U,,,,,,,
SENSOR_625,625,13.61584,144.8552755,0.206189737,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,True,,,,U,,,,,,,
SENSOR_649,649,34.82256,-120.5020095,0.254259994,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,-0.031,0.025,0.035,0.025,-0.101,0.001,-0.0003,0.001,0.035,0.025,-0.031,0.025,3,,True,,,,U,,,,,,,
SENSOR_654,654,21.56223,-158.2422666,0.424769663,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,True,,,,U,,,,,,,
SENSOR_657,657,42.94779,-71.62671198,-0.002739834,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,-0.031,0.025,0.035,0.025,-0.101,0.001,-0.0003,0.001,0.035,0.025,-0.031,0.025,3,,True,,,,U,,,,,,,
SENSOR_660,660,13.61514,144.8558893,0.215104995,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,True,,,,U,,,,,,,
SENSOR_661,661,-4.67178,55.4776691,0.558197413,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,True,,,,U,,,,,,,
SENSOR_664,664,39.71534,-104.7748592,-0.001233923,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,-0.031,0.025,0.035,0.025,-0.101,0.001,-0.0003,0.001,0.035,0.025,-0.031,0.025,3,,True,,,,U,,,,,,,
SENSOR_665,665,39.71533,-104.7766412,-0.001102119,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,-0.031,0.025,0.035,0.025,-0.101,0.001,-0.0003,0.001,0.035,0.025,-0.031,0.025,3,,True,,,,U,,,,,,,
SENSOR_667,667,39.71534,-104.7748592,-0.001233923,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,-0.031,0.025,0.035,0.025,-0.101,0.001,-0.0003,0.001,0.035,0.025,-0.031,0.025,3,,True,,,,U,,,,,,,
SENSOR_668,668,39.71533,-104.7766412,-0.001102119,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,-0.031,0.025,0.035,0.025,-0.101,0.001,-0.0003,0.001,0.035,0.025,-0.031,0.025,3,,True,,,,U,,,,,,,
SENSOR_741,741,32.57834,-116.9700208,0.141494553,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,True,,,,U,,,,,,,
SENSOR_742,742,33.44371,-106.9981091,1.410729491,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,True,,,,U,,,,,,,
SENSOR_743,743,33.14566,-91.02098334,-0.002508478,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,True,,,,U,,,,,,,
SENSOR_744,744,31.97725,-81.50923924,-0.028057275,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,True,,,,U,,,,,,,
SENSOR_745,745,33.554,-98.76305373,0.301942044,,0,0,0,6.25,0.0,360,0,0,0.0,90,0,0,999997,0,0,4,-0.002,0.021,-0.012,0.028,-0.443,1.139,0.0,0.0,-0.012,0.028,-0.002,0.021,2,,True,,,,U,,,,,,,
SENSOR_746,746,33.33067,-93.550497,0.04662581,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,True,,,,U,,,,,,,
SENSOR_747,747,32.28914,-83.53625835,0.061861304,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,True,,,,U,,,,,,,
SENSOR_750,750,43.14861,-75.61249968,0.135404743,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,-0.002,0.005,-0.012,0.005,-0.443,0.0,0.0,0.0,-0.012,0.005,-0.002,0.005,3,,True,,,,U,,,,,,,
SENSOR_751,751,42.5,-72.49999969,0.997298244,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,True,,,,U,,,,,,,
SENSOR_888,888,38.81667,-104.1666533,1.864581385,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,True,,,,U,,,,,,,
SENSOR_931,931,-2.78239,-171.7186754,0.031501926,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,True,,,,U,,,,,,,
SENSOR_932,932,21.5721,-158.2667504,0.297456106,,0,0,0,6.25,0.0,360,0,0,0.0,90,0,0,4000,0,0,3,-0.003,0.013,0.001,0.011,0.004,0.134,-0.0001,0.0026,0.001,0.011,-0.003,0.013,3,,True,,,,U,,,,,,,
SENSOR_935,935,-5.91957,-35.17389113,0.05767197,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,True,,,,U,,,,,,,
SENSOR_936,936,5.11402,-52.64485055,0.125562069,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,True,,,,U,,,,,,,
SENSOR_937,937,39.50689,-31.21883031,0.415499333,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,True,,,,U,,,,,,,
SENSOR_938,938,45.13445,-1.167985072,0.073495946,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,True,,,,U,,,,,,,
SENSOR_951,951,20.7071,-156.2579769,3.055297577,,0,0,0,6.25,0.0,360,0,0,0.0,90,0,0,50000,0,0,3,-0.003,0.003,0.001,0.003,0.004,0.0,-0.0001,0.0,0.001,0.003,-0.003,0.003,5,,True,20,60.0,10.0,U,,,,,,,
SENSOR_952,952,20.70848,-156.2582394,3.045381269,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,-0.003,0.003,0.001,0.003,0.004,0.0,-0.0001,0.0,0.001,0.003,-0.003,0.003,3,,True,20,60.0,10.0,U,,,,,,,
SENSOR_961,961,20.70821,-156.2578568,3.054321491,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,True,,,,U,,,,,,,
SENSOR_970,970,20.70861,-156.2577802,3.059172087,,0,75,0,6.25,0.0,360,0,0,15.0,90,0,0,90000,0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,,True,20,60.0,10.0,U,,,,,,,
SENSOR_990,990,60.63,-149.7920019,0.062558043,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,0.0,0.003,0.0,0.003,61.0,0.0,0.0,0.0,0.0,0.003,0.0,0.003,3,,True,,,,U,,,,,,,
SENSOR_998,998,21.523,-157.9970014,0.385225445,,100,30,15,6.25,0.0,360,0,360,0.0,90,0,90,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,True,,,,U,,,,,,,
SENSOR_800,800,-30.17,-70.81,-0.012,,0,30,0,0.0,0.0,360,0,0,20.0,90,0,0,90000,0,0,4,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,5,,True,30,40.0,5.0,U,,,,,,,
SENSOR_801,801,-3.86,-32.43,0.034,,0,30,0,0.0,0.0,360,0,0,20.0,90,0,0,90000,0,0,4,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,5,,True,30,40.0,5.0,U,,,,,,,
SENSOR_802,802,25.1094,51.3453,1.337,,0,30,0,0.0,0.0,360,0,0,20.0,90,0,0,90000,0,0,4,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,5,,True,30,40.0,5.0,U,,,,,,,
SENSOR_803,803,-22.46,18.02,0.001,,0,30,0,0.0,0.0,360,0,0,20.0,90,0,0,90000,0,0,4,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,5,,True,30,40.0,5.0,U,,,,,,,
SENSOR_804,804,-21.82056,114.1734,0.266,,0,30,0,0.0,0.0,360,0,0,20.0,90,0,0,90000,0,0,4,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,5,,True,30,40.0,5.0,U,,,,,,,
SENSOR_805,805,-31.02,150.3,0.39,,0,30,0,0.0,0.0,360,0,0,20.0,90,0,0,90000,0,0,4,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,5,,True,30,40.0,5.0,U,,,,,,,
SENSOR_806,806,35.070379,25.97259,0.072,,0,30,0,0.0,0.0,360,0,0,20.0,90,0,0,90000,0,0,4,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,5,,True,30,40.0,5.0,U,,,,,,,
SENSOR_807,807,-8.7924,-140.2197,1.18,,0,30,0,0.0,0.0,360,0,0,20.0,90,0,0,90000,0,0,4,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,5,,True,30,40.0,5.0,U,,,,,,,
SENSOR_808,808,24.59,72.72,0.006,,0,30,0,0.0,0.0,360,0,0,20.0,90,0,0,90000,0,0,4,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,5,,True,30,40.0,5.0,U,,,,,,,
SENSOR_809,809,11.5407,43.1692,0.015,,0,30,0,0.0,0.0,360,0,0,20.0,90,0,0,90000,0,0,4,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,5,,True,30,40.0,5.0,U,,,,,,,
SENSOR_810,810,-0.422,-90.28,1.262,,0,30,0,0.0,0.0,360,0,0,20.0,90,0,0,90000,0,0,4,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,5,,True,30,40.0,5.0,U,,,,,,,
SENSOR_811,811,-30.9795717,22.12728285,0.761,,0,30,0,0.0,0.0,360,0,0,20.0,90,0,0,90000,0,0,4,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,5,,True,30,40.0,5.0,U,,,,,,,
SENSOR_812,812,-23.729,133.889,0.454,,0,30,0,0.0,0.0,360,0,0,20.0,90,0,0,90000,0,0,4,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,5,,True,30,40.0,5.0,U,,,,,,,
SENSOR_813,813,31.842,-8.15,0.061,,0,30,0,0.0,0.0,360,0,0,20.0,90,0,0,90000,0,0,4,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,5,,True,30,40.0,5.0,U,,,,,,,
SENSOR_814,814,37.4655,14.962979,0.231,,0,30,0,0.0,0.0,360,0,0,20.0,90,0,0,90000,0,0,4,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,5,,True,30,40.0,5.0,U,,,,,,,
SENSOR_815,815,20.9009079,-156.269784,,,0,30,0,0.0,0.0,360,0,0,20.0,90,0,0,90000,0,0,4,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,5,,True,30,40.0,5.0,U,,,,,,,
